"id","image_link","site_link","heading","body","publish_date","added_at"
30,"","https://www.am-online.com/roadtests/car-reviews/honda-jazz-crosstar-blends-practicality-with-a-dash-of-purpose","Honda Jazz Crosstar blends practicality with a dash of purpose","The Honda Jazz Crosstar stands out with its ruggedstyled exterior a slight departure from the standard Jazz hatchback which has been the perfect runabout for the financially comfortable pensioner for years. Honda understands its customers and it knows that many are brand loyal yet there comes a point in retirement when that wellspecd CRV or HRV SUV theyve been enjoying feels just a bit too big. So the Jazz Crosstar is the ideal vehicle for these downsizers. It builds on the topspec Jazz EX model meaning its well equipped as standard. Plus its bespoke front and rear bumpers black side sills and roof rails and slightly higher stance than the standard Jazz all combines to give an adventurous SUVesque feel to this supermini. 7 Advertisement Advertisement Advertisement Naturally theres no efficientsapping fourwheeldrive system because this isnt an offroader. But like the rest of them it will happily pootle down lightly rutted tracks and potholed car parks to reach the best dogwalking spots. The Honda Jazz Crosstar is brilliant in car parks and around town in general helped by the high seating position and huge front windscreen the visibility for the driver is unbeatable. Plus theres a tight turning circle light steering and a standard reversing camera. Honda has equipped the Jazz Crosstar with a suite of advanced safety features under the Honda Sensing umbrella which includes adaptive cruise control lane keeping assist automated emergency braking and traffic sign recognition. The everyday practicalities of the Crosstar are clear selling points. Its infotainment system with navigation smartphone connectivity and a highquality audio system is easy to use. The system supports Apple CarPlay and Android Auto ensuring seamless smartphone integration. It still has the Jazzs Magic Seat system which offers numerous seating and cargo configurations for even more practicality. Under the bonnet the Honda Jazz Crosstar is powered by a 1.5litre iMMD Intelligent MultiMode Drive hybrid powertrain which can switch seamlessly between EV hybrid and engine drive modes optimising fuel efficiency and reducing emissions. Officially itll return 58.9mpg which is only marginally thirstier than the standard Jazz. Some prospective buyers might not adore the CVT automatic transmission but it is fine once you get used to it. All in all the Jazz Crosstar is well designed for its target market and even its fairly hefty price tag of 29085 or 330ish monthly on a PCP shouldnt be a deterrent.","2024-07-29 00:00:00","2024-08-02 18:20:53.322312"
31,"","https://www.am-online.com/roadtests/first-drive/new-mini-cooper-electric-makes-fun-go-further","New Mini Cooper Electric makes fun go further","While it might not appear drastically different the new Mini hatch has made significant improvements over its predecessor. The previous generation Mini BEV had a poor realworld range as only a limited size battery could fit into the floor. For the fifth generation Mini has developed a new platform that accommodates larger batteries more powerful motors and advanced technology. The result Greater range and improved performance. Depending which model a buyer chooses they can easily take a crosscountry jaunt from East Anglia to Wales and arrive with a smile on their face. The Mini Cooper E is equipped with a 40.7 kWh battery providing up to 190 miles of electric range WLTP. Its 184PS electric motor with 290Nm of torque enables the car to accelerate from 0 to 62mph in 7.3 seconds. On the other hand the Cooper SE boasts a more powerful 218PS motor with 330Nm of torque allowing it to sprint from 0 to 62mph in 6.7 seconds. The SEs larger 54.2 kWh battery extends its range to 250 miles. During road tests by Matt DePrez both cars achieved around 4.0 miles per kWh translating to an estimated range of approximately 160 miles for the Cooper E and 210 miles for the Cooper SE. Suspension differences between the E and SE mean that the SE offers a slightly better ride. Both models are firm yet agile making the Mini Cooper Electric the besthandling model in its segment. Refinement is high for a small car with minimal wind or tyre noise and the Mini feels stable and planted at higher speeds making it wellsuited for longdistance driving. With its threedoors it offers slightly less practicality compared to competitors like the Audi A1 or Toyota Yaris. However the Mini compensates with a highquality interior that feels both modern and premium. The dashboard features a textile covering and the materials used throughout are robust and tactile. The minimalist layout enhances the interiors spacious and futuristic feel. Starting prices for the Mini Cooper E Classic begin at 30000 with Sport and Exclusive trims also available. 6 Advertisement Advertisement In keeping with Minis minimalist theme on board technology is confined to a single central infotainment screen. The circular display provides all the infotainment functions climate controls and acts as an instrument cluster integrating the speedometer into the display. On the move voice control proves a godsend. Buyers choosing the Level 1 equipment package 2000 or standard on Cooper SE get a headup display heated front seats folding door mirrors comfort access and high beam assistant. It should be a musthave for buyers. All Mini Cooper models come with parking sensors rearview camera blind spot monitoring and lane keep assist. Adaptive cruise control only comes on the rangetopping Sport grade with the Level 3 equipment package. Lowergrade models with the Level 2 pack are setup for the function but it needs to be activated via a subscription. The Cooper SE in Exclusive trim requires an outlay of 36645 which could seem hefty to some however fleets will love it as company car drivers will pay 2 benefitinkind tax. Of course not all buyers are ready for pure electric driving and to broaden its appeal the Mini Cooper now the overall brand for the threedoor Mini is offered with two petrolengined options a 115PS power car the Cooper C and a sportier 150PS alternative the Cooper S. Choosing petrol lowers the entry point significantly for Mini fans. The baselevel Cooper C Classic is just 23150 and even a Cooper S Exclusive is cheaper than the starting price of the electric Mini at 29750.","2024-07-30 00:00:00","2024-08-02 18:20:53.383761"
32,"https://cdn-images.am-online.com:443/thumbs/960x960/media/1/root/benball-1920-theme.png","https://www.am-online.com/news/ben-reveals-new-details-about-two-biggest-charity-events-of-the-year","Ben reveals details of its two biggest charity events of the year","Automotive industry charity Ben has revealed new details about its two major events of the year Bens Big Breakfast and Ben Ball. These events aim to raise 150000 to support Bens lifesaving services for individuals in the automotive industry who are facing difficulties or crises. Scheduled to coincide with World Mental Health Day on October 10 Bens Big Breakfast encourages the automotive community to organise breakfast gatherings during the week of October 713. Recent research by Ben indicates that 1 in 4 people in the automotive sector struggle with mental health and 29 experience loneliness and the Big Breakfast provides an excellent opportunity for colleagues to connect over coffee or breakfast. Matt Wigginton director of partnerships engagement amp income at Ben said Breakfast is definitely the best meal of the day and our Big Breakfast is an easy way to raise funds as well as being a great opportunity to get people together. Having a chat over a cuppa can make such a difference some people are suffering in silence right now thinking they have noone to turn to. So get involved have some fun and connect with your colleagues all while raising vital funds for your charity. Ben also announced the entertainment for this years 1920s themed Ben Ball supported by AutoTrader. The event will feature a Great Gatsby experience by the Electro Swing Project known for their spectacular performances on Londons West End. This years show supported by LKQ Euro Car Parts will include aerial performers acrobats dancers and West End singers. Wigginton added Were very excited to announce our entertainment for Ben Ball 2024 which will embrace a roaring 20s theme and is set to be a night of glitz glamour and vintage charm. The Electro Swing Project wowed our Ben Ball audience back in 2020 with an incredible Greatest Showman performance so we cant wait to welcome them back to Ben Ball 2024 to perform their Great Gatsby show Its going to be an incredible night so dont miss out Ben is on a mission to help more people each year three times as many by 2030. Thats a bold ambition but one we know we can achieve with the help of our industry. Events like this are crucial and these are our two biggest events of the year so we hope youll join us and make a real difference to the lives of those in our automotive family.","2024-07-05 00:00:00","2024-08-02 18:20:53.444915"
33,"https://cdn-images.am-online.com:443/thumbs/960x960/media/1/root/automotive-management-live-logo.jpg","https://www.am-online.com/news/automotive-management-live-2024-register-for-a-packed-day-of-strategic-content","Automotive Management Live Gain free access to best practice and strategic tips from over 30 industry peers","Attendees to this years Automotive Management Live on November 13 at the NEC will gain free access to strategic and operational tips from over 30 peers and experts across the modern automotive retailing industry. Free tickets to the UKs leading motor retail exhibition and seminar show will launch soon but franchised dealers and independent dealers can register their interest now to be the first to hear details of when show registrations go live as well as first details on speakers features and exhibitors. AM100 retailers mediumsized groups and smaller independent dealers as well as expert specialists will all share best practice and their stories as part of a packed schedule across the one day event. The UKs leading motor retail exhibition and seminar show brought to you by AM the National Franchised Dealer Association NFDA and premium sponsor Phyron will feature four seminar themes across the day including Digital and Technology Sales Aftersales and Strategy. Each of these areas at the show will cover the biggest industry topics including digital innovation omnichannel retailing customer retention new brand entrants to the UK car market used car stocking excellence used electric vehicle profits leadership development increasing regulation from the Financial Conduct Authority FCA digital marketing artificial intelligence and more. Keep informed about Automotive Management Live 2024 and be first to know when registration opens next month by registering your interest here. Automotive Management Live also provides an unrivalled opportunity to network and interact with peers and manufacturer representatives to explore how automotive retail will transform in 2024 and beyond all while equipping delegates with strategies to futureproof their businesses. The exhibition element of the show provides attendees with the chance to benchmark and discover over 80 suppliers under one roof in one day. Tim Rose AM editor said Months of planning has gone into identifying and securing some great panellists and presenters for the show. We are really excited that the official launch is looming and well be able to share more details soon. I would encourage all retailers to register their interest now to be the first to find out when free tickets become available. Register your interest to attend AM Live on November 13 Reasons to attend AM Live Discover the latest digital techniques and skills for communicating with new and existing customers learning from realworld case studies Connect with innovative suppliers to identify the products and services that will boost your business performance Network with dealers and manufacturers to explore how automotive retail will transform in 2024 and beyond Equip your teams with the latest processes systems and techniques that will help set your dealership up for success Stay ahead of the curve by learning from industry experts about whats new and its potential to disrupt your business Keep you diary happy so you can meet with 80 suppliers in 1 day to save time and money Hear from industry experts and connect with a senior highlevel audience of automotive retail professionals","2024-07-19 00:00:00","2024-08-02 18:20:53.505782"
34,"https://cdn-images.am-online.com:443/thumbs/960x960/media/1/root/the-motor-ombudsman-plugs-in-new-ev-servicing-garage-finder-feature-high-res.jpg","https://www.am-online.com/news/cash-prizes-for-top-performers-in-british-independent-garage-awards-2024","Cash prizes for top performers in British Independent Garage Awards 2024","Category winners in the British Independent Garage Awards this year will receive a 1000 cash prize as well as a trophy in recognition of their outstanding performance. Organised by the Independent Garage Association IGA the event also known as the BIG Awards will take place on September 20 at the Hilton Birmingham Metropole Hotel IGA chief executive Stuart James said As a nonprofit organisation the IGA BIG Awards are about celebrating the hard work dedication and excellence of the indepenent garage sector rather than generating a profit. For this reason we have decided that just as we did last year we will give a 1000 cash prize to each of the 17 category winners. We are deeply grateful to all the sponsors whose generous support makes this event possible and to all the incredible garages who entered this years awards. He said this years BIG Awards promise a memorable celebration of talent and dedicate culminating in a fantastic evening together. The finalists for the 2024 BIG Awards were recently revealed by the IGA. Trophies up for grabs include Eco Garage of the Year Independent Used Car Retailer of the Year and the Consumer Choice award. The host for the event will be charismatic TV personality and rugby pundit Mark DurdenSmith best known for his work on ITV shows such as the Im a Celebrity Get Me Out of Here NOW and This Morning as well as Sky 1s The Match and Double or Nothing.","2024-07-22 00:00:00","2024-08-02 18:20:53.566867"
35,"https://cdn-images.am-online.com:443/thumbs/960x960/media/1/root/awards2.png","https://www.am-online.com/news/the-2024-am-awards-special-read-here-why-they-won","The 2024 AM Awards Special read here why they won","Welcome to our special report focused on the winners of the 2024 AM Awards. Find out who won what at the this years automotive retail industry event and more importantly why on the pages of this special digital publication. Inside you can read about what made the Best Dealership of the Year so special why the Toyota CHR won the New Car of the Year trophy and which industry titan was inducted into the Hall of Fame and much much more... What a wonderful night It was all about celebrations and excellence but of course it was also a great chance to talk shop. The used car market delivered a couple of major tremors last year as values of preowned electric cars dropped rapidly and then came a broader market correction. Thankfully we could see from our winners that wellled dealerships have coped well. Now much more focus has returned to the skills needed to sell new cars since OEMs have normalised supply. But faced with higher costs to change many potential retail customers still need that extra help to buy. Dealerships are honing their marketing and sales activity to win business. And many are taking on the challenge of getting Joe Public to spend their own money on an electric vehicle. My thanks to all who entered the AM Awards this time. The information we ask for is vital to enable our judges to robustly review and debate the finest submissions. Im grateful to all of our judges for putting in the many days it takes to ensure we select the right finalists and the most deserving winners from the many entries we receive. Thanks also to our 2024 awards auditors the automotive team at UHY Hacker Young which has done an outstanding job in interviewing entrants in the major dealer group categories to glean vital additional insights and verify their claims. Tim Rose Editor AM","2024-05-15 00:00:00","2024-08-02 18:20:53.629526"
36,"https://cdn-images.am-online.com:443/thumbs/960x960/media/1/AM/spotlight-on-used-car-june-2024-580x200.jpg","https://www.am-online.com/news/am-s-spotlight-on-used-car-retailing-report-is-here","AMs Spotlight on Used Car Retailing report is here","A new Spotlight digital report for car dealers focused on developments and best practice in the used car market has just been launched by AM. The Spotlight on Used Car Retailing is free to read here and the 27page issue includes features on used car market trends vehicle sourcing advice improving stock turn and the hottest used cars to stock. It recognises the shift in the used car market to more usual dynamics after the high margins and restricted supply characteristics that emerged in the aftermath of the 2020 and 2021 pandemic. Inside the report are insights and expertise from the likes of Mike Jones Dylan Setterfield of Cap HPI Philip Nothard of Cox Automotive Richard Walker of Auto Trader NAMAs Paul Hill and more. Click here to read AMs spotlight on used car retailing The editors letter With all the Government focus on driving UK motorists towards electric vehicles the average man or woman and Member of Parliament in the street is likely oblivious to the importance of a healthy used car market in helping the country achieve those long term ambitions. Its used car sales that greases the wheels of motor retail and lets it all happen. Its affordable and accessible used cars that enable the majority of the population to steadily upgrade into a more modern safer lesseremitting car than they drove previously. After all for every single new car sold to a private retail buyer last year there were seven used car transactions registered by the Driver and Vehicle Licensing Agency. A dealerships healthy bottom line is reliant on success in used car sales. The complexity of used car retailing can be easily underestimated as weve seen in the failed attempts by Virgin Tesco Cazoo and others to rival the expert dealers we have in the UK. The need to keep on top of stock sourcing preparation marketing price adjustments speed of sale retained margin point of sale FampI customer experience and more means that dealers must always have one eye on the basics and the other on the opportunities around the corner. Let any aspect slip and that margin could dwindle. In this dynamic competitive sector theres always something new to learn or trial.","2024-06-28 00:00:00","2024-08-02 18:20:53.69047"
37,"https://cdn-images.am-online.com:443/thumbs/960x960/media/1/root/ev-retailing-1200x800.jpg","https://www.am-online.com/news/am-s-spotlight-on-electric-vehicle-retailing-is-published-now","AMs Spotlight on Electric Vehicle Retailing is published now","A new digital report examining some of the key aspects of EV dealerships has been published for AMonline readers. The Spotlight on Electric Vehicle Retailing report which is free to read here touches on aspects including how dealerships can prepare for investment in charging systems strategies around sales of used EVs and consumer attitudes to EVs and steps to help them be better informed. The chapters inside include the musthaves of an EV dealership that help create a new mindset expert advice on understanding a growing variety of chargers and infrastructure advice on building a reputation as a used EV expert before you get left behind and a exploration of some of the tactics car manufacturers and dealers are using to convert curious consumers into EV owners. Editors letter Manufacturers and their UK franchised dealer networks are being charged with convincing the public that electric vehicles are their future. Its no easy task as were seeing this year. Now that the early adopters have already embraced zero emissions motoring it falls to knowledgeable trusted motor retailers and their carmaker partners to win over the mainstream motorist. After all the new UK Government remains committed to reducing transport carbon emissions and the Zero Emissions Vehicle ZEVMandate sets out clear objectives for the countrys new car and van markets. Manufacturers must play the EV game well to avoid harsh penalties. In the consumers favour this is leading to discounts and finance support in retail Motability and fleet sectors that will help the considerers to see a stronger case for electric vehicle purchase. Rapid initial depreciation of EVs is bringing nearly new cars into more affordable territory too which is good news for the many motorists who are EV curious. The challenge for dealers nevertheless is to convert that curiosity into buying intention quickly enough while theres good margin in their stock. At the same time franchised dealerships are managing their own buying intentions what and where should they invest in charging facilities to meet the future needs of their own operations without blowing the budget. Thankfully automotives business leaders are experts at adapting and ensuring their teams and their customers have what is needed to progress to a zero emission future.","2024-07-16 00:00:00","2024-08-02 18:20:53.751725"
38,"https://cdn-images.am-online.com:443/thumbs/960x960/media/1/root/24-plate-new-car-registration.jpg","https://www.am-online.com/features-landing/labour-government-must-decide-whether-british-car-brands-can-take-back-control","Labour Government must decide whether British car brands can take back control","The overall new car market growth of 6.0 YTD is broadly in line with expectations. While it is encouraging that the first half of 2024 breached the one million car registrations benchmark nevertheless the market is still down 20.7 on the same period of 2019.Within the market there has been a lot more turmoil than the overall growth figure would suggest writes David Francis.Retail sales fell by 12.0 YTD which is unsurprising given the low levels of consumer confidence. Currently consumer confidence is 12 i.e. the number of people who are pessimistic outnumber those who are optimistic by 12 percentage points.It will be interesting to see if confidence improves with the new government.Something else the new government will be watching is the proportion of sales taken by BEVs. In the first half of the year it crept up from 16.1 to 16.6 which is still miles away from the governments mandate of 22 for 2024. Login to continue reading Or register with AMonline to keep up to date with the latest UK automotive retail industry news and insight. Please enter your email Looks good Email Please enter your Password Looks good Password Login Click here to register Forgotten password","2024-07-25 00:00:00","2024-08-02 18:20:53.813284"
39,"https://cdn-images.am-online.com:443/thumbs/960x960/media/1/root/audi-rs5.jpg","https://www.am-online.com/features-landing/audi-spreads-its-bets-as-lag-in-electric-vehicle-uptake-continues","Audi spreads its bets with ICE as lag in electric vehicle uptake continues","A replacement for the A5 powered by a range of petrol and diesel engines rather than batteries and electric motors is a bold move from Audi after announced its plans just two years ago to be an electriconly car manufacturer by 2029.The company is poised to launch a range of new petrol and diesel cars all of which it can keep in the market until the Europewide combustion car ban comes into force in 2035.To reflect this shift in strategy Audi has restructured its model range into two columns. Now Audis oddnumbered cars such as the A5 Q5 and Q7 will feature combustion engines while its evennumbered models A6 Q6 etc will have batteries and electric motors.Audi had a change of heart because not all Audis customers are ready to make the switch to an electric vehicle. Uptake in the leasing market and among private buyers is slower than had been anticipated.Now Audi has adopted a twoplatform strategy one for each column. The brands zeroemission models will be built on its Premium Platform Electric PPE architecture as found under the new Q6 etron while its future fossil fuel cars will be propped up by its new Premium Platform Combustion PPC architecture. Login to continue reading Or register with AMonline to keep up to date with the latest UK automotive retail industry news and insight. Please enter your email Looks good Email Please enter your Password Looks good Password Login Click here to register Forgotten password","2024-07-18 00:00:00","2024-08-02 18:20:53.874318"
40,"","https://www.catmag.co.uk/insight/uniclutch-announces-grand-prix-ticket-giveaway/","UniClutch announces Grand Prix ticket giveaway","Performance clutch brand UniClutch is offering customers the chance to win tickets to the British Grand Prix in its latest promotion. For every UniClutch purchased until 18 June customers will be entered into a prize drawer to win general admission tickets for the British Grand Prix at Silverstone from 5 to 7 July. UniClutch offers an OE original equipment manufacturer upgrade clutch system for increased torque capacity and optimal performance. There are four products in the range UniClutch UniClutch Sport UniClutch Track and UniClutch 4Terrain. All are exclusively available from Alliance Automotive Group AAG. UniClutch utilises modular dualcore technology to enhance torque capacity while maintaining drivability. Its flex fit system and modular design allows for installation on over 5000 different vehicle makes and models. The flex fit fitment system enables quick and hasslefree clutch spline changes empowering technicians to swiftly accommodate various vehicle models without extended downtime. This feature also delivers an easy solution for engine or gearbox swaps which would ordinarily require custom engineered components. UniClutch is a sealed preassembled twin disc clutch which includes a flywheel friction surface so no flywheel machining is required to reduce installation time offering value for money and in some cases is less than half the price of a traditional twin disc solution. Entry is simple customers must email a copy of their invoice vehicle registration and a photo of their car to competitionuniclutch.com . Winners will be selected at random and contacted by UniClutch. Full terms and conditions can be viewed at www.uniclutch.comcompetition. For more information about UniClutch and its range of highperformance clutch solutions visit www.uniclutch.com.","2024-06-14 00:00:00","2024-08-02 18:20:53.935749"
41,"https://www.catmag.co.uk/wp-content/uploads/2024/07/PatFluid-New-Bags-1-1024x614.jpg","https://www.catmag.co.uk/insight/patfluid-celebrating-fifteen-years-of-innovation-in-dpf-additives/","PatFluid Celebrating Fifteen Years of Innovation in DPF Additives","Article sponsored by PatFluid This year marks the fifteenth anniversary of our PatFluid product and its shaping up to be our biggest year yet. Weve already expanded our product range significantly with more improvements and launches on the horizon. PatFluid is a Fuel Borne Catalyst a diesel fuel additive designed to aid the regeneration of Diesel Particulate Filters DPFs. It serves as a universal aftermarket replacement for all four generations of onboard DPF additives used in vehicles with additive dosing systems. Over the years weve seen a shift with more and more vehicles using a flexible and replaceable bag on the vehicle instead of a refillable fixed rigid additive tank. To address this change weve launched our own PatFluid Bag range starting with seven of the most common parts. We plan to expand this range to ensure comprehensive coverage providing a likeforlike replacement filled with PatFluid. Another significant change over the past fifteen years is the emergence of lowcost aftermarket Fuel Borne Catalyst products. Our tests show these alternatives have 8090 lower active material content compared to PatFluid and Original Equipment OE products. This reduced content can lead to diminished performance higher fuel consumption and increased risk of DPF blockage or damage. While these products may seem appealing due to their low initial cost the longterm expenses outweigh any savings. Following the release of our new PatFluid Bag range were also improving our Transfer Kit used to refill rigid additive tanks with PatFluid from our 1L and 5L bottles. The kit unchanged for over a decade is being completely overhauled. The new design will include a new cap connectors and a larger tube enhancing ease of use and efficiency. These improvements will be implemented in the coming months aiming to enhance the overall experience of using PatFluid. After fourteen successful years in the aftermarket the fifteenth year for the PatFluid brand promises to be exciting. Our new PatFluid Bag range simplifies additive replacement for vehicles using flexible pouch systems and the upgraded Transfer Kit will make using our 1L and 5L products even easier. Recent market developments highlight the importance of quality products and the risks associated with lowcost alternatives. PatFluid continues to offer high quality at a competitive price and we thank our customers for their support over the past fifteen years. We look forward to continuing to expand and improve our offerings for you in the coming year. For more information visit www.cdti.com","2024-07-12 00:00:00","2024-08-02 18:20:53.996256"
42,"https://www.catmag.co.uk/wp-content/uploads/2024/08/IMG_3279-1024x678.jpg","https://www.catmag.co.uk/article/hiq-tyres-and-autocare-opens-new-gloucestershire-base/","HiQ Tyres and Autocare opens new Gloucestershire base","HiQ Tyres and Autocare the UK retail arm of Goodyear has added a new location in Tewkesbury to its network. Operated by Worcestershire and Gloucestershirebased company PJ Nicholls the Ashchurch Road franchise offers servicing MOTs and tyre changes. PJ Nicholls has operated a number of franchises since 1984 covering the three counties of Gloucestershire Herefordshire and Worcestershire. Its business stretches across car and commercial vehicle sales aftersales and fuel forecourts. These include KGM SPAR and Nisa Convenience Stores and Gulf. Furthermore its team also runs a number of Ford Authorised car and commercial aftersales operations. Adam Nicholls managing director of PJ Nicholls said As a business we are expanding our after sales significantly and have increased our workshop capacity to drive more customers through the door. We feel the HiQ brand adds huge value because of its Goodyear backing which like our other centre in Malvern gives us a different angle for our business. Alongside our other businesses HiQ gives us an opportunity to target a much broader range of customers. HiQ has a particularly impressive online presence which means we benefit from a large number of online bookings. The hybrid on and offline model fits perfectly into our business. It ticks every box and meets the modern customers expectations. It really is a winwin. He added If you combine the trust that comes from a family business and the local convenience we see it as such a great opportunity. We often speak to customers who are so happy that they can trust the service that HiQ offers for a fair price. Thats the sort of peace of mind HiQ delivers up and down the country.","2024-08-01 00:00:00","2024-08-02 18:20:54.056943"
43,"https://www.catmag.co.uk/wp-content/uploads/2024/07/1000000050-1024x768.jpg","https://www.catmag.co.uk/article/gsf-expands-again-with-new-branch-and-regional-distribution-centre/","GSF expands again with new branch and regional distribution centre","GSF Car Parts has opened another new branch in Chessington and a regional distribution centre in Stockport. These increase the total number of sites to more than 190 nationwide and to five within the last two months following the openings of Crawley Southgate and Birmingham East. The Chessington branch spans 6422 sq ft and supports the network with four new vans and three bikes. GSF says there are plans to expand this fleet as the customer base grows. Currently the new branch employs 16 fulltime staff members. Simon GwynGriffiths Chessington branch manager said Bringing our new Chessington branch to the area allows us to better serve local garages by providing faster access to essential parts and improving overall service quality. We look forward to building strong relationships with our customers in the Chessington community. The 14061 sq ft Stockport regional distribution centre RDC and is equipped with 10 vans. Located just eight miles from Manchester this new location employs 21 fulltime staff members. It aims to improve delivery speeds throughout the city serving local garages national accounts and clickandcollect customers. Dean Fraser Stockport RDC manager said The opening of this facility will significantly boost our logistics capabilities ensuring faster and more efficient distribution of parts to our branches and customers. Our aim is to streamline our supply chain and enhance the overall service experience for the Stockport area and beyond. The new RDC joins the 500000 sq ft National Distribution Centre in Wolverhampton which opened earlier this May. Steve Horne GSF CEO said We are excited to introduce our newest branches in Chessington and Stockport to the GSF network. Opening these branches highlights our dedication to making car parts easily accessible for our customers across the country. These new branch locations are pivotal for our expansion and we look forward to offering our topnotch service and extensive product selection to these areas.","2024-07-30 00:00:00","2024-08-02 18:20:54.118267"
44,"https://www.catmag.co.uk/wp-content/uploads/2024/07/1-1-1024x576.jpg","https://www.catmag.co.uk/insight/who-is-athena-guarnitauto/","Who is Athena Guarnitauto","Article sponsored by Athena Guarnitauto Athena Guarnitauto is the brand of the Athena group that for over seventy years has been synonymous with excellence in the production of gaskets for the automotive sector. With unparalleled knowhow Athena Guarnitauto offers a wide range of metal and metalrubber gaskets designed to withstand the high thermal stresses of the most modern and highperformance engines. Thanks to the experience gained as an OEM supplier for numerous industrial engine manufacturers Athena Guarnitauto stands out for the quality and breadth of its range appreciated by workshops repair centers and engine reconditioning facilities. Choosing Athena Guarnitauto means relying on a brand that combines tradition and innovation always ensuring maximum performance and reliability. For more information visit athena.euengbcorporateguarnitauto","2024-07-25 00:00:00","2024-08-02 18:20:54.179255"
45,"https://www.catmag.co.uk/wp-content/uploads/2024/07/tesla-model-3-road-test-review-20-24-05-wheel.jpg","https://www.catmag.co.uk/article/arnold-clark-autoparts-expands-ev-parts-range/","Arnold Clark Autoparts expands EV parts range as it pushes to become market leader","Arnold Clark Autoparts ACA has expanded its range of electric vehicle parts as it pushes to become the market leader for EV components. The decision to increase its range comes as the UKs EV car parc welcomed its millionth registration this year. The new range covers categories including headlights wipers sensors coil springs brake discs and charging cables across makes such as Audi BMW BYD Dacia Ford Hyundai Nissan Tesla Volvo Peugeot and Toyota. ACA said it has strategically enhanced its inventory to cover more of the market. Steven McKenzie ACAs assistant group buyer at Arnold Clark Autoparts said We are pleased to expand our electric vehicle parts range to meet the growing needs of the market. Our commitment to stocking a wide variety of EV parts including those for popular brands like Tesla highlights our dedication to providing our customers with the best products and value. McKenzie added We understand that electric mobility is gaining in popularity and we are committed to supporting this transition by providing a robust range of parts that our customers can rely on. Our goal is to ensure that EV owners have easy access to the parts they need to keep their vehicles running smoothly without the high costs often associated with original manufacturer parts.","2024-07-31 00:00:00","2024-08-02 18:20:54.240668"
46,"https://www.catmag.co.uk/wp-content/uploads/2024/07/Screenshot-2024-07-04-at-11.44.39-1024x679.jpg","https://www.catmag.co.uk/insight/juratek-issues-best-practice-tips-for-correct-installation-of-handed-brake-discs/","Juratek issues best practice tips for correct installation of handed brake discs","Article sponsored by Impression Leading braking supplier Juratek has issued its latest advice on the correct installation of handed brake discs as part of its commitment to offering garages and technicians top fitment tips. The heat generated by friction must be removed quickly during braking to avoid brake fade and rapid brake pad deterioration says Juratek. Most vehicles come with straight vane discs with internal cooling vanes that extend straight from the center of the disc outward in a straight line. Some higher performance cars come with directional discs which have curved or tilted internal cooling vanes. When the discs rotate at speed centrifugal force pulls air from the center of the disc through the vents and out of the disc resulting in improved cooling efficiency. Thus there is a left and a right disc indicated in the Juratek part number with a suffix of L left or R right. When the directional discs are properly installed these internal vanes should lean toward the back of the car as shown in fig 2. The direction of any slots or drill holes on the outside of the disc see fig 1. do not indicate whether the disc should be fitted on the LH or RH side of the vehicle. Failure to install discs correctly can result in the discs becoming too hot. If the brake discs exceed the normal operating temperature hot brake judder can sometimes be the consequence. This is indicated in fig 3. It clearly shows oxidisation orange colouring soot deposits on the hub surface and blue tint to the braking surface. All of these factors are indicative of excessive temperature which can lead to distortion of the disc and cracking of the disc surface. For more information on the Juratek braking range visit httpswww.juratek.com","2024-07-04 00:00:00","2024-08-02 18:20:54.302732"
